identifier,name,description,ingredients,serving_size,servings,steps,tags,search_terms
16104,Christmas Tree Bread,This is a winner on Christmas morning. Make the filling ahead of time and measure out the dry ingredients the night before and in no time you will have something they will enjoy with coffee while opening the presents. This is a very old General Foods kitchen recipe with a variation of my own.,"[""""\,""1/2  cup   chopped raisins""\,""1/4  cup   chopped candied cherry""\,""1/4  cup   chopped candied citron peel""\,""1/3  cup    sugar""\,""1/3  cup    boiling water""\,""1   tablespoon    lemon juice""\,""""\,""2   cups    cake-and-pastry flour\, sifted ""\,""2 1/2  teaspoons    double-acting baking powder""\,""1/2  teaspoon    salt""\,""3   tablespoons    sugar""\,""5   tablespoons    shortening""\,""1   teaspoon   grated fresh lemon rind""\,""1       egg\, lightly beaten ""\,""1/3  cup    10% cream""]",63,10,"['To make filling---------------.'\, 'Combine raisins\, cherries\, citron\, 1/3 cup sugar\, boiling water and lemon juice in heavy saucepan Cook and stir over low heat until sugar is dissolved\, and mixture has thickened somewhat.'\, 'Cool.'\, 'To make dough-------------------.'\, 'Sift together the flour\, baking powder\, salt and 3 Tbsp sugar.'\, 'Cut in the shortening until mixture resembles coarse meal.'\, 'Add the lemon rind.'\, 'Combine the beaten egg with the cream and add to the dry ingredients stirring lightly with a fork until all the flour is dampened.'\, 'Turn the soft dough out on a floured board and kead for about 30 seconds.'\, 'To make tree----------------.'\, 'Cut a walnut sized piece from the dough and divide remaining dough in half and roll each half out into a tree shaped triangle.'\, 'The rolled dough should be about 1/8 inch thick.'\, 'Place one triangle on greased baking sheet.'\, 'Spread filling over this triangle leaving a 1/4"" border on all three sides.'\, 'Moisten this edge.'\, 'Lay second triangle over the first and press edges together to seal.'\, 'With a sharp knife cut 4 slits on each side of the tree\, cutting to within 1/2"" of the centre.'\, 'Twist the tips upward to look like branches and expose the filling.'\, 'Roll the small piece of dough into a cylinder and place at the bottom of the tree to make the trunk.'\, 'Bake in 400 F oven for 20-25 minutes.'\, 'Cool slightly and frost with fondant or icing sugar glaze along the branches.'\, 'Serve warm.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'breads'\, 'breakfast'\, 'holiday-event'\, 'rolls-biscuits'\, 'dietary'\, 'gifts'\, 'christmas']",{'breakfast'}
19838,Christmas Meringue Cookies,These are a most unusual cookie with chocolate chips and crushed candy canes. They are so very different from any other Christmas cookie recipe with a wonderful combination of flavors.,"[""2       egg whites""\,""1/8  teaspoon    cream of tartar""\,""1/8  teaspoon    salt""\,""3/4  cup    sugar""\,""1 (6   ounce) package   semi-sweet chocolate chips""\,""1/2  cup   crushed candy cane""\,""1/2  cup    nuts\, chopped ""\,""1/2  teaspoon    vanilla""]",457,1,"['Whip egg whites until frothy.'\, 'Add cream of tarter and salt; whip until stiff and dry.'\, 'Add sugar\, beating constantly until very stiff.'\, 'Fold in chocolate chips\, crushed candy canes\, nuts\, and vanilla.'\, 'Drop by spoonfuls onto heavy brown paper.'\, 'Bake at 300 degrees until the meringue sets.'\, 'Cool.'\, 'Remove from brown paper.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'drop-cookies'\, 'desserts'\, 'eggs-dairy'\, 'fruit'\, 'oven'\, 'easy'\, 'holiday-event'\, 'cookies-and-brownies'\, 'chocolate'\, 'nuts'\, 'eggs'\, 'dietary'\, 'christmas'\, 'equipment'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
386010,Christmas Cookies 53,"A good Christmas cookie dough for rolling out.  This holds up pretty well in the oven, though you have to work fast to keep the dough from warming up while you're cutting them out.  Ice as desired!  We always use a thin powdered sugar/water/food coloring combo with sprinkles.  I believe you bake them about 10 minutes but I haven't made them in a while so I will edit this when I get the chance.","[""1   cup   softened butter""\,""1/2  cup    sugar""\,""1       egg yolk""\,""1   tablespoon   grated lemon peel""\,""1   teaspoon    almond extract""\,""1/4  teaspoon    salt""\,""2 -2 1/2  cups    all-purpose flour""]",604,1,"['Cream butter and add sugar slowly while creaming well.  Beat in egg yolk.'\, 'Add lemon peel\, almond extract\, and salt.  Work in flour.  The dough should be quite stiff.'\, 'Chill dough for an hour or so.'\, 'Roll out ¼ inch thickened on lightly floured board.  Cut cookies and place an inch or so apart on lightly greased cookie sheets.'\, 'Bake in moderate oven 350° until cookies are done and lightly browned.  Cool before icing.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'desserts'\, 'holiday-event'\, 'cookies-and-brownies'\, 'christmas']","{'cookie'\, 'dessert'}"
33171,Christmas Eggnog Pie,"This is a nice fancy treat for Christmas, or New Years. Nice memory making recipe to start as a tradition! Hope you like!","[""1      baked pie shell""\,""1   teaspoon    nutmeg""\,""2   tablespoons    rum""\,""1/2  teaspoon    salt""\,""1/2  cup    hot water""\,""1   cup    sugar""\,""4       eggs\, separated ""\,""1/4      cold water""\,""1   tablespoon    unflavored gelatin""\,""""\,""  whipped cream""\,"" toasted chopped almonds""]",780,1,"['Soften the gelatin in cold water for 5 minutes.'\, 'Combine half the sugar with the yolks.'\, 'Add hot water and salt.'\, 'Cook over boiling water until mix coats a spoon.'\, 'Add gelatin; dissolve in hot custard.'\, 'When the mixture thickens\, beat egg white until stiff.'\, 'Beat in remaining sugar\, nutmeg\, and rum\, blend into mixture.'\, 'Pour into pie shell.'\, 'Let cool before topping with whipped cream (You may sprinkle almonds on top).']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'pies-and-tarts'\, 'desserts'\, 'eggs-dairy'\, 'easy'\, 'european'\, 'holiday-event'\, 'pies'\, 'english'\, 'eggs'\, 'dietary'\, 'christmas'\, 'number-of-servings']","{'dessert'\, 'pie'\, 'english'}"
36122,Rich Christmas Fruitcake,"I have been making this particular fruit cake recipe for about 28 years now. It's a traditional cake for weddings, birthdays and Christmas in Australia. Although I submitted the original recipe, I personally would soak the fruit for a day or two in port or brandy before I baked the cake, as I like a really moist and boozy fruit cake. I double or triple the recipe depending on the size tins I will be using, and often make about 12 of these in varying sizes as gifts for Christmas.","[""8   ounces    butter""\,""8   ounces   packed brown sugar""\,""8   ounces    flour""\,""2   ounces    self-rising flour""\,""1/2  teaspoon    salt""\,""4       eggs""\,""1/4  teaspoon    nutmeg""\,""3   tablespoons    sherry wine or 3   tablespoons    brandy""\,""8   ounces    sultanas""\,""8   ounces    currants""\,""8   ounces   seeded raisins""\,""2   ounces   mixed citrus peels""\,""2   ounces   chopped glace cherries""\,""2   ounces    dates""\,""2   ounces    almonds""\,""1   teaspoon    mixed spice""\,""1   teaspoon    cinnamon""]",1874,1,"['Line a 8-inch round\, or 7-inch square tin with 3 layers of paper.'\, 'Having said that\, I find it easier to line it with one\, then wrap the OUTSIDE of the tin in several layers of newspaper\, tied with kitchen string.'\, 'Weigh and measure ingredients.'\, 'Sift flour salt and spices.'\, 'Cream butter and sugar.'\, 'Gradually add the eggs to the creamed mixture.'\, 'Mix well.'\, ""It may look a bit curdled at this stage\, but that's OK.""\, 'Add the fruit\, nuts\, then the flour and liquid.'\, 'Stir gently and thoroughly. I do this with my (clean) hands.'\, 'Place in the prepared tin\, hollowing out the centre a little to allow for rising.'\, 'You can decorate the top with blanched whole almonds now if you wish.'\, 'Bake in a 325°F oven (decreasing the temp gradually as the cake cook) for 3- 3 1/2 hours.'\, 'When baked\, leave in the tin for at least 10 minutes before turning out-until completely cold is better though.'\, 'This is good made in about October\, and stored wrapped in foil in an airtight container until Christmas.']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'desserts'\, 'eggs-dairy'\, 'fruit'\, 'australian'\, 'oven'\, 'easy'\, 'european'\, 'heirloom-historical'\, 'holiday-event'\, 'kid-friendly'\, 'dietary'\, 'gifts'\, 'christmas'\, 'comfort-food'\, 'wedding'\, 'taste-mood'\, 'equipment'\, 'number-of-servings'\, '4-hours-or-less']",{'dessert'}
41555,Christmas Plum Pudding,"We love Christmas pudding. I make mine in October, and give many away as gifts. I make several sizes, and try to keep about 3 for us-one for Christmas, another for New Year, and the last for around Easter. I find it very satisfying to make these, though I can hardly wait to eat the first one! This recipe is a combination of 2 favourites and works well. If you don't want to use the stout and brandy, use orange juice as one of the recipes suggested-I think the stout and brandy give the recipe depth of flavour.","[""2   cups    sultanas (golden raisins)""\,""1 1/2  cups    raisins (chopped)""\,""1   cup    prune (chopped)""\,""1   cup    mixed peel\, chopped  (mixed candied fruit)""\,""1       lemon\, zest of""\,""1       orange zest""\,""1/2  cup    blanched almond\, chopped ""\,""1   large    carrot\, grated ""\,""250   g    butter""\,""2   cups   soft white breadcrumbs""\,""1   cup    brown sugar""\,""1   cup    plain flour""\,""1/2  teaspoon    salt""\,""1/2  teaspoon    nutmeg""\,""1/2  teaspoon    mixed spice (I think pumpkin pie spice is similar)""\,""4       eggs""\,""1/2  cup    milk""\,""200   ml    stout beer (Guiness is OK)""\,""50   ml    brandy""]",3846,1,"['Grease 2 large pudding basins.'\, 'Bring two large saucepans of water to the boil with a trivet or rack in the bottom of each.'\, '(I actually use two old pottery saucers in the bottom of mine) Mix all dry ingredients together.'\, 'Rub butter into dry ingredients with your fingertips\, add prepared fruit and grated carrot.'\, 'Mix egg\, milk\, stout\, brandy and rinds together.'\, 'Mix the moist and dry ingredients together.'\, '(I find this easier to do with my hands).'\, 'Place mixture in basins\, allowing a little room at the top of the basins for the puddings to swell.'\, 'Cover with greasproof paper\, then two thicknesses of aluminum foil.'\, 'Tie securely with string.'\, 'Place the puddings into the prepared saucepans-- water should reach halfway up them-- and boil steadily for 5 hours.'\, 'As the water boils away replace with more boiling water.'\, 'On the day the pudding is to be served\, boil for 1 hour mmore.'\, 'Serve with cream\, icecream\, custard or brandy sauce (or all of these!).'\, 'Last year\, I discovered it works fine just to microwave individual slices rather than reheating for 1 hour.'\, 'We also love the leftovers cold or re-fried in butter!']","['weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'desserts'\, 'fruit'\, 'australian'\, 'european'\, 'heirloom-historical'\, 'holiday-event'\, 'kid-friendly'\, 'puddings-and-mousses'\, 'english'\, 'nuts'\, 'stove-top'\, 'dietary'\, 'spicy'\, 'christmas'\, 'new-years'\, 'comfort-food'\, 'taste-mood'\, 'equipment'\, 'number-of-servings']","{'dessert'\, 'pudding'\, 'english'}"
66107,Christmas Danish Pastry,"A VERY special treat. This recipe has lots of steps, not particularly difficult, but requires some patience and technique to get these looking perfect for gift giving. The taste is PHENOMENAL. You will not be disappointed. A dear friend gave me this recipe. I make several batches each year as gifts, and the last batch, I HIDE two large pastries as our traditional Christmas breakfast. Enjoy!","[""""\,""1   cup    butter""\,""1/2  cup    water""\,""3/4  cup    sugar""\,""2   tablespoons    yeast""\,""2   cups   warm milk""\,""1   tablespoon    sugar""\,""1   teaspoon    salt""\,""1 -2       egg""\,""6   cups    flour""\,""""\,""""\,""2   cups    milk""\,""1/3  cup    sugar""\,""1       egg yolk""\,""3   tablespoons    flour""\,""1/4  teaspoon    salt""\,""1   teaspoon    vanilla""\,""""\,""1/4  cup    butter\, very soft\, beat with mixer but not melted ""\,""3/4  cup    sugar""\,""2   teaspoons    almond extract""\,""""\,""1   cup    flour""\,""1   cup    sugar""\,""1/2  cup   chopped walnuts""\,""1/2  cup   melted butter""]",3137,1,"['Read and Follow Carefully!'\, 'Pastry: Place butter and sugar in 4-quart bowl\, pour heated milk over fat.'\, 'Let stand while yeast dissolves in 1/2 cup water and 1 tbs sugar.'\, 'Stir and let stand for 5 minutes.'\, 'When yeast is dissolved and bubbly\, add eggs and beat well.'\, 'Add yeast/egg mixture to cooled milk mixture.'\, 'Add salt to flour in sifter and sift in to bowl of above ingredients.'\, 'Beat with a spoon until all flour is added to make a soft dough.'\, 'Let rise until double.'\, 'Custard: Heat milk.'\, 'Mix sugar\, salt and flour together and stir into hot milk.'\, 'Stir until thick\, beat egg yolk and gradually add hot mixture TO YOLK until hot and then add back to original mixture.'\, 'Cook 1 minute more.'\, 'Let cool.'\, 'Almond Filling: Beat all ingredients together with mixer.'\, 'Crumb Mixture: Combine flour\, sugar and walnuts; mix in the 1/2 cup butter until well mixed.'\, 'Assembly: Divide dough into 3 portions\, or\, make up to 12 small pastries.'\, 'Roll out to about 1/4 to 1/2 thick rectangles\, long side perpendicular to you works best.'\, 'Place fillings down center of rectangle in this order: Custard\, almond filling\, crumb mixture.'\, 'Cut equal number of slits on both sides of rectangle\, leaving the center 1/3 of dough intact with fillings.'\, 'Braid the strips you just cut over the fillings.'\, 'Place pastries in foil lined pans\, brush with egg white beaten with 2 tbs water.'\, 'Place halved maraschino cherries\, like buttons\, down the top and sprinkle with more crumb mixture.'\, 'Bake at 350°F for 20 min for small pastries\, 30 minutes for medium\, and 35-40 minutes for large.']","['danish'\, 'weeknight'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'breads'\, 'fruit'\, 'scandinavian'\, 'oven'\, 'european'\, 'holiday-event'\, 'vegetarian'\, 'nuts'\, 'dietary'\, 'gifts'\, 'christmas'\, 'comfort-food'\, 'taste-mood'\, 'sweet'\, 'equipment'\, 'number-of-servings'\, '4-hours-or-less']",{'vegetarian'}
77169,Christmas Sugar Cookies,Plan ahead the dough needs to chill for 2 hours,"[""1   cup    butter\, softened  (no substitutes)""\,""2   cups    icing sugar""\,""1   large    egg""\,""1/4  cup    sour cream""\,""1/4  cup    honey""\,""2   teaspoons    vanilla""\,""3 1/2-4   cups    flour""\,""1   teaspoon    baking soda""\,""1   teaspoon    cream of tartar""\,""1/2  teaspoon    ground mace""\,""1/8  teaspoon    salt""\,""  white candy coating\, for drizzling on cookies ""\,""  green food coloring""\,""  red food coloring""]",1118,1,"['In a mixing bowl\, cream butter and sugar.'\, 'Beat in the egg\, sour cream\, honey and vanilla.'\, 'Combine the dry ingredients; gradually add to creamed mixture (if the dough is too sticky add in a little more flour\, add in just enough to hold together).'\, 'Cover and chill for 2 hours or 24 hours or until dough is easy to handle.'\, 'On a lightly floured surface\, roll out dough to 1/8-inch thickness.'\, 'Cut with 3-inch cookie cutters dipped in flour.'\, 'Place 1-in apart on ungreased cookie sheet.'\, 'Bake at 325° for 8-10 minutes or until lightly browned.'\, 'Remove to wire racks and cool.'\, 'Melt candy coating; stir in food colouring.'\, 'Drizzle over cookies.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'rolled-cookies'\, 'desserts'\, 'holiday-event'\, 'cookies-and-brownies'\, 'dietary'\, 'christmas'\, 'number-of-servings']","{'cookie'\, 'dessert'}"
77165,Christmas Marshmallow Log,"Easy and colorful Christmas ","[""6   ounces    chocolate chips (I prefer milk chocolate)""\,""2   tablespoons    butter or 2   tablespoons    margarine""\,""1       egg\, beaten ""\,""3   cups    colored miniature marshmallows""\,""1   cup   chopped pecans or 1   cup   other nuts\, your choice ""]",31,16,"['Melt the chocolate chips and butter over low heat in a large saucepan.'\, 'Add a small amount of the warmed chocolate mixture to the beaten egg\, combining quickly.'\, 'Add the egg mixture back to the saucepan of chocolate\, combining well.'\, 'Turn off heat\, and add the marshmallows and nuts\, combining well.'\, 'Pour out onto waxed paper\, forming into logs approximately 2 inches in diameter.'\, 'Refrigerate\, and slice to serve.']","['weeknight'\, 'time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'for-large-groups'\, 'desserts'\, 'holiday-event'\, 'candy'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'low-in-something'\, 'number-of-servings'\, '4-hours-or-less']","{'dessert'\, 'low-sodium'}"
97472,Christmas Rainbow Slices,I got this recipe from a dear friend when I was newly married and trying to figure out our own Christmas traditions. I like these because I can make up the dough in November and freeze. This helps make holiday baking much less STRESSFUL!!! Cooking time includes chill time.,"[""2 1/2  cups    all-purpose flour""\,""1   teaspoon    baking powder""\,""1/8  teaspoon    salt""\,""1   cup    butter or 1   cup    margarine\, at room temp. ""\,""3/4  cup    granulated sugar""\,""1   large    egg""\,""1   teaspoon    vanilla""\,""4   drops    red food coloring""\,""1/4  cup   finely chopped candied red cherries""\,""4   drops    green food coloring""\,""1/2  teaspoon    almond extract""\,""1/4  cup   finely chopped pistachio nut""\,""1/4  cup    flaked coconut or 1/4  cup    flaked coconut""]",811,1,"['Line bottoma dn sides of an 8x4-inch loaf pan with waxed paper.'\, 'Mix flour\, baking powder and salt.'\, 'In a large bowl\, beat butter and sugar with electric mixer until fluffy.'\, 'Beat in egg and vanilla.'\, 'Stir in flour mixture until well blended.'\, 'Divide dough in thirds.'\, 'Refrigerate about 15 minutes.'\, 'FOR PINK DOUGH:'\, 'Remove 1 portion from refrigerator.'\, 'Add 1 drop red food color at a time\, mixing well after each addition until dough is deep pink.'\, 'Stir in cherries.'\, 'Press dough firmly and evenly in bottom of prepared pan.'\, 'Return to refrigerator.'\, 'FOR GREEN DOUGH:'\, 'Add 1 drop green food color at a time as directed above.'\, 'Add almond extract and pistachio nuts.'\, 'Mix well.'\, 'Press evenly on top of pink dough in pan; refrigerate.'\, 'FOR WHITE DOUGH:'\, 'Stir coconut into last batch of dough until well blended.'\, 'Press firmly and evely over green dough.'\, 'Cover with plastic wrap.'\, 'Chill (in freezer) several hours or overnight.'\, 'Heat oven to 350 degrees.'\, 'Have a cookie sheet ready.'\, 'Run a metal spatula between waxed paper and pan sids to loosen.'\, 'Invert onto cutting board and remove waxed paper.'\, 'Cut into 1/4-inch slices\, then cut each slice vertically into 3 equal pieces.'\, 'Place 1 inch apart on cookie sheets.'\, 'Bake 10-12 minutes until edges are golden brown.'\, 'Remove to rack to cool.']","['time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'desserts'\, 'oven'\, 'holiday-event'\, 'cookies-and-brownies'\, 'christmas'\, 'equipment']",{'dessert'}
104057,Jellied Christmas Pudding,"Christmas in Australia is just too hot for a heavy, traditional Christmas pudding. If you're having Christmas in a hot climate, try this! It's been our Christmas favourite for about 20 years. It provides all the wonderful fruity, groggy taste of a traditional Christmas pudding but it's light and easy to digest. What's more, you don't have to boil it and you can make it up to a week in advance. Preparation time does not include refrigeration time.","[""225   g    raisins\, chopped finely ""\,""450   g    sultanas\, chopped finely ""\,""110   g    currants""\,""50   g    mixed peel""\,""3/4  cup    sugar""\,""2   cups    water""\,""50   g    glace apricot\, chopped finely ""\,""50   g    glace cherries\, chopped finely ""\,""25   g    glace cherries\, extra\,for decoration ""\,""1 1/3  cups    water\, extra ""\,""3 1/2  tablespoons    gelatin""\,""50   g    slivered almonds\, toasted ""\,""1   cup    sweet sherry""\,""1/4  cup    brandy""\,""1/4  cup    lemon juice""]",284,8,"['Combine chopped raisins\, sultanas\, currants and mixed peel in a colander or large sieve.'\, 'Wash thoroughly under cold running water and drain well.'\, 'Repeat process until the water draining off the fruits is completely clean- this ensures a crystal clear jelly.'\, 'Place combined washed fruit\, sugar and water in a saucepan and stir over a low heat until the sugar is dissolved.'\, 'Increase heat to medium and simmer\, uncovered\, for 10 minutes.'\, 'Place a sieve over a mixing bowl and empty contents of the saucepan into the sieve.'\, 'Reserve the liquid and place the fruit into another\, large\, mixing bowl.'\, ""Now\, line the sieve with 2 layers of muslin or any clean\, thin material which will allow liquid to drain through- we use a clean\, unused'Chux' towel.""\, 'Place the sieve over the bowl with the fruit in it and pour the reserved liquid through the sieve into the bowl.'\, 'Add the finely chopped glace cherries and apricots to the fruit mixture.'\, 'Pour the extra water into a small saucepan.'\, 'Sprinkle over gelatine\, stir and allow to stand for 5 minutes.'\, 'Place the saucepan over a low heat and stir constantly until the gelatine is dissolved.'\, 'Add gelatine mixture to fruit mixture.'\, 'Add almonds\, sherry\, brandy and lemon juice to fruit mixture and mix well.'\, 'Now\, take 1/3 cup liquid from the fruit mixture and pour HALF of it over the base of a metal pudding basin\, reserving the other half.'\, 'Refrigerate until partly set.'\, 'When partly set\, cut the extra cherries into quarters and arrange decoratively in the jelly in the bottom of the pudding basin.'\, 'Pour over the remaining reserved liquid and refrigerate until set.'\, 'When the jelly in the basin is set\, add the rest of the fruit mixture.'\, 'Cover tightly with aluminium foil and refrigerate overnight to set.'\, 'This pudding will keep happily for up to 2 weeks in the refrigerator.'\, 'To unmould\, take a blunt knife and carefully work around the sides of the basin\, breaking the airlock between the pudding and the mould.'\, 'Place a serving plate on the top of the basin\, then\, holding the plate firmly\, tip the basin upside down and remove it gently.'\, 'If all the pudding is not eaten\, I usually put it back into the pudding basin to store as the metal sides keep it nice and cold.'\, 'Serve with cream\, icecream or custard.']","['60-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'desserts'\, 'fruit'\, 'australian'\, 'refrigerator'\, 'heirloom-historical'\, 'holiday-event'\, 'puddings-and-mousses'\, 'stove-top'\, 'dietary'\, 'christmas'\, 'gluten-free'\, 'egg-free'\, 'free-of-something'\, 'equipment']","{'dessert'\, 'pudding'\, 'gluten-free'}"
105332,Mini Christmas Cakes,"At Christmas time we love to serve our visitors these tiny Christmas cakes, baked in muffin tins. They're easy to make, dark, moist and full of flavour. Start this recipe at least one day ahead as the fruit needs to soak overnight. Preparation time does not include this step.","[""1 1/2  kg    mixed dried fruit""\,""50   ml    dark rum (I buy a miniature bottle of rum)""\,""4   large    eggs\, lightly beaten ""\,""1       granny smith apple\, peeled and grated ""\,""1   tablespoon    treacle or 1   tablespoon    molasses""\,""1   cup    brown sugar\, firmly packed  (I use dark\, muscavado sugar\, but normal light brown sugar will do)""\,""250   g    butter\, melted ""\,""1 1/2  cups    plain flour""\,""1/2  cup    self-raising flour""\,""200   g    blanched almonds""\,""150   g    glace cherries""\,""64 -72       paper baking cups""]",3082,1,"['Place mixed fruit into a very large basin.'\, 'Add rum and mix well.'\, 'Cover with plastic wrap and allow to stand overnight.'\, 'The next day\, preheat oven to 150°C (300°F) and arrange oven racks to accommodate muffin tins in the centre section of the oven.'\, 'Place 2 muffin cases into each hole of 2 or 3\, 12 hole muffin tins.'\, 'One ingredient at a time\, add the beaten eggs\, grated apple\, treacle and sugar to the fruit mixture\, mixing well with a wooden spoon after each addition.'\, 'Add cooled\, melted butter and sifted flours and mix thoroughly.'\, ""If you're making these instead of a Christmas cake\, make sure to let every member of the family have a stir of the mixture while they make a Christmas wish.""\, 'Spoon the mixture into the muffin cases\, filling to almost full.'\, 'Use the back of a spoon to smooth the top of each cake.'\, 'Press a glace cherry into the centre of each cake and\, around each cherry\, press in 5 almonds to make \\x91petals\\x92- pointy end closest to the cherry.'\, 'Bake\, in batches if necessary\, at 150°C (300°F) for about 40-45 minutes or until a skewer inserted into the centre of a cake comes out clean.'\, 'When cooked\, remove muffin tins from the oven\, remove cakes in their papers from muffin tins and cool on racks.'\, ""When cakes are completely cool\, store in airtight tins and keep in a cool place or\, if you're in a warm climate\, store in the refrigerator.""\, 'Alternatively\, wrap each cake\, still in its paper\, tightly in plastic wrap\, pack into plastic freezer bags and freeze.'\, 'Cakes will keep for at least a month if stored correctly or longer if frozen.']","['time-to-make'\, 'course'\, 'main-ingredient'\, 'preparation'\, 'occasion'\, 'desserts'\, 'fruit'\, 'oven'\, 'holiday-event'\, 'cakes'\, 'dietary'\, 'christmas'\, 'low-sodium'\, 'seasonal'\, 'low-in-something'\, 'equipment'\, '4-hours-or-less']","{'cake'\, 'dessert'\, 'low-sodium'}"
107561,Julekake - Christmas Bread,"This recipe was marked with a big, red X so I am assuming this was the recipe that my grandmother used every Christmas. It came from a book called Norwegian Recipes, copyright 1947! I have not personally made this, but I ate plenty of it when I was a kid. Will start the tradition this year! It calls for letting dough sit out overnight in a warm place. I might mix early in the morning and then finish it by bedtime.","[""2   cups    milk""\,""1   cup    sugar""\,""1/2  lb    butter""\,""7   cups    flour""\,""3/4  teaspoon    ground cardamom""\,""2   packages    dried yeast (I use Fleishmann\\u0027s)""\,""3/4  cup    raisins""\,""3/4  cup   chopped citron""]",159,12,"['Heat milk with sugar and butter.'\, 'Let milk mixture cool.'\, 'Mix together flour and cardamom and dried yeast.'\, 'Add flour mixture to milk mixture.'\, 'Mix well.'\, 'Cover dough with a clean cloth\, let stand in a warm place overnight.'\, 'In the morning\, work raisins and chopped citron into the dough.'\, 'Form into loaves.'\, 'Let rise until doubled in bulk.'\, 'Bake at 350*.'\, '45 minutes or until done.']","['time-to-make'\, 'course'\, 'preparation'\, 'occasion'\, 'breads'\, 'holiday-event'\, 'christmas'\, 'yeast']",{'bread'}
67090,Ice-Cream Christmas Pudding,"I usually make a boiled plum pudding for Christmas, but the year my mother died, I found I didn't have the Christmas spirit to make one in the weeks leading up to Christmas. I made this the night before Christmas, and it's been a favourite of ours since. I don't think you need Christmas as the excuse to eat it-just hot days and 8-10 people to eat it. Prep time doesn't include the standing time, or freezing overnight","[""2   cups    mixed dried fruit (raisins\, golden raisins\, currants\, cherries\, craisins\, you choose)""\,""90   g    glace cherries\, quartered ""\,""45   g    glace apricot\, chopped ""\,""45   g    glace pineapple\, chopped ""\,""2   teaspoons   finely chopped glace ginger""\,""2   teaspoons   grated orange rind""\,""2   tablespoons    Grand Marnier""\,""1   tablespoon    brandy""\,""2   liters    vanilla ice cream\, softened ""\,""1/4  cup    chocolate chips""\,""1/2  cup   chopped pecans""\,""""\,""1/4  cup    water""\,""1/4  cup    cocoa powder\, sifted ""\,""60   g    butter""\,""2   tablespoons    soft brown sugar""\,""105   g    dark semi-sweet chocolate\, chopped ""\,""1   tablespoon    brandy""]",195,8,"['Mix fruits\, rind liqueur and brandy in a large bowl and set aside for 20 minutes uncovered\, stirring occasionally.'\, 'Using a spoon\, break up the ice-cream in a large bowl.'\, 'Add the fruit mix\, choc9oate bits and nuts to ice-cream; working quickly stir until well mixed.'\, 'Line a 9-cup capacity pudding basin or bowl with plastic wrap.'\, 'Spoon in the ice-cream mixture; smooth the surface.'\, 'Cover with Plastic wrap; freeze over night.'\, 'To serve\, unmould and cut into wedges.'\, 'Serve with chocolate sauce.'\, 'Chocolate Sauce: Place water\, cocoa\, butter and sugar in a small pan.'\, 'Stir over a low heat 4 minutes or until mixture boils and sugar is dissolved.'\, 'Remove from the heat and add the chocolate.'\, 'Stir until chocolate has melted and mixture is smooth; stir in brandy.']","['30-minutes-or-less'\, 'time-to-make'\, 'course'\, 'main-ingredient'\, 'cuisine'\, 'preparation'\, 'occasion'\, 'south-west-pacific'\, 'desserts'\, 'eggs-dairy'\, 'fruit'\, 'australian'\, 'refrigerator'\, 'dinner-party'\, 'holiday-event'\, 'summer'\, 'frozen-desserts'\, 'puddings-and-mousses'\, 'chocolate'\, 'dietary'\, 'christmas'\, 'seasonal'\, 'comfort-food'\, 'taste-mood'\, 'equipment']","{'dessert'\, 'pudding'\, 'dinner'}"
